ID	trialnr	pic_nr	timeover	RT_total	RT_planung	control_planning_x	control_planning_y	RT_movement	posx	posy
HemFr	1	27	1	 1475.25	0	0	0	 1475.25	0	0
HemFr	2	35	0	  835.23	  387.12	516	567	  448.10	504	353
HemFr	3	30	0	 1055.65	  311.82	518	568	  743.84	510	363
HemFr	4	43	0	 1133.31	  204.50	509	569	  928.80	508	350
HemFr	5	13	1	 1475.28	  306.89	502	567	 1168.39	0	0
HemFr	6	1	1	 1475.10	  266.05	504	566	 1209.05	0	0
HemFr	7	46	0	  960.47	  313.61	507	568	  646.86	506	348
HemFr	8	10	0	 1041.34	  265.11	499	570	  776.23	501	345
HemFr	9	28	0	 1022.43	  271.79	507	563	  750.64	507	375
HemFr	10	39	0	 1026.67	  204.45	515	569	  822.21	505	364
HemFr	11	3	0	 1214.89	  342.95	501	564	  871.94	504	358
HemFr	12	7	0	 1252.08	  355.45	503	569	  896.62	497	361
HemFr	13	48	0	 1254.90	  263.77	514	570	  991.13	501	353
HemFr	14	12	0	 1267.94	  322.25	514	563	  945.69	506	362
HemFr	15	8	0	 1038.21	  262.29	509	563	  775.92	500	353
HemFr	16	22	0	 1323.41	  330.47	508	559	  992.94	514	361
HemFr	17	15	1	 1475.20	  261.22	513	569	 1213.99	0	0
HemFr	18	19	0	 1057.33	  304.99	514	568	  752.34	511	355
HemFr	19	13	0	 1259.75	  252.44	502	569	 1007.31	521	358
HemFr	20	36	1	 1475.94	  279.51	512	568	 1196.43	0	0
HemFr	21	31	0	  901.04	  348.02	513	561	  553.01	514	365
HemFr	22	19	0	 1016.30	  319.80	505	563	  696.49	512	359
HemFr	23	21	0	 1374.86	  319.33	515	569	 1055.53	523	359
HemFr	24	24	0	 1366.75	  462.11	514	562	  904.64	515	357
HemFr	25	6	1	 1475.45	  327.63	508	562	 1147.82	0	0
HemFr	26	1	0	 1183.30	  342.18	512	561	  841.11	512	354
HemFr	27	24	1	 1475.15	  390.14	515	566	 1085.01	0	0
HemFr	28	10	0	 1063.55	  286.51	516	565	  777.03	518	358
HemFr	29	30	0	 1260.00	  354.98	512	568	  905.02	519	361
HemFr	30	5	0	 1102.37	  319.47	514	568	  782.89	507	356
HemFr	31	43	1	 1475.29	  386.63	511	566	 1088.66	0	0
HemFr	32	46	0	 1201.77	  288.77	510	570	  913.00	524	361
HemFr	33	35	0	 1127.01	  399.24	507	561	  727.77	517	358
HemFr	34	2	0	 1472.40	  330.12	512	570	 1142.28	507	357
HemFr	35	17	0	 1284.16	  379.80	509	562	  904.36	509	359
HemFr	36	11	0	 1408.17	  304.67	512	565	 1103.50	511	356
HemFr	37	27	0	 1022.53	  286.41	511	562	  736.13	512	354
HemFr	38	33	0	 1260.91	  356.82	517	568	  904.10	519	361
HemFr	39	15	0	  914.13	  241.75	519	569	  672.38	520	369
HemFr	40	45	0	 1177.21	  375.64	514	566	  801.57	520	357
HemFr	41	33	1	 1475.41	  417.20	508	560	 1058.21	0	0
HemFr	42	44	0	 1137.28	  288.87	512	569	  848.41	512	361
HemFr	43	29	0	 1459.21	  250.75	511	570	 1208.46	510	358
HemFr	44	25	0	 1406.86	  336.07	518	569	 1070.79	514	362
HemFr	45	41	1	 1475.59	  292.75	507	568	 1182.84	0	0
HemFr	46	4	0	 1374.35	  317.47	515	566	 1056.88	510	354
HemFr	47	34	0	 1220.42	  300.76	518	566	  919.65	514	354
HemFr	48	12	0	 1218.63	  338.48	514	569	  880.15	515	359
HemFr	49	31	0	 1351.92	  327.99	505	566	 1023.93	514	357
HemFr	50	25	0	 1432.80	  360.99	511	565	 1071.81	514	348
HemFr	51	45	0	 1248.98	  273.49	514	563	  975.49	499	348
HemFr	52	18	0	 1366.42	  374.24	509	567	  992.17	515	359
HemFr	53	3	0	 1085.87	  245.71	511	567	  840.16	507	354
HemFr	54	18	0	 1042.95	  353.29	508	566	  689.65	518	362
HemFr	55	37	0	 1121.84	  296.49	512	563	  825.36	512	357
HemFr	56	38	0	 1236.23	  380.39	518	567	  855.84	516	362
HemFr	57	47	0	 1104.42	  361.58	512	567	  742.83	510	356
HemFr	58	48	0	 1357.09	  413.21	511	569	  943.88	496	359
HemFr	59	20	0	 1029.50	  325.27	507	567	  704.24	507	365
HemFr	60	14	0	 1307.61	  379.54	512	569	  928.07	508	368
HemFr	61	6	0	 1399.52	  271.17	512	563	 1128.35	513	361
HemFr	62	37	0	 1300.39	  348.21	509	569	  952.17	512	355
HemFr	63	41	0	 1319.74	  336.08	510	570	  983.66	519	358
HemFr	64	17	1	 1475.27	  362.07	508	565	 1113.20	0	0
HemFr	65	26	0	  785.27	  273.52	516	568	  511.76	512	356
HemFr	66	11	0	 1362.04	  346.72	496	570	 1015.33	518	356
HemFr	67	9	0	 1283.25	  250.39	517	566	 1032.86	520	357
HemFr	68	38	1	 1475.47	  349.55	510	568	 1125.92	0	0
HemFr	69	8	0	 1397.89	  310.48	501	565	 1087.41	505	357
HemFr	70	47	0	 1300.77	  405.54	499	565	  895.23	501	363
HemFr	71	44	0	 1295.94	  359.29	504	563	  936.66	509	362
HemFr	72	16	0	 1331.61	  283.36	495	564	 1048.25	509	361
HemFr	73	26	1	 1475.17	  275.96	520	564	 1199.20	0	0
HemFr	74	32	0	 1131.34	  259.33	517	566	  872.01	518	356
HemFr	75	2	0	 1318.25	  262.91	511	566	 1055.35	504	357
HemFr	76	32	0	  984.73	  263.51	510	569	  721.22	512	364
HemFr	77	22	1	 1475.25	  441.20	509	565	 1034.05	0	0
HemFr	78	16	0	 1098.03	  272.98	514	565	  825.05	523	356
HemFr	79	23	0	 1347.83	  292.00	510	570	 1055.83	518	359
HemFr	80	7	0	 1341.04	  277.48	511	564	 1063.57	517	358
HemFr	81	14	0	 1239.57	  302.64	502	565	  936.93	521	357
HemFr	82	40	0	 1125.18	  300.56	519	564	  824.62	520	359
HemFr	83	39	0	 1245.20	  405.88	495	566	  839.32	513	362
HemFr	84	36	0	 1339.15	  275.91	515	569	 1063.24	527	357
HemFr	85	42	0	 1245.28	  300.92	510	567	  944.36	522	355
HemFr	86	28	0	 1267.33	  505.57	485	570	  761.76	512	360
HemFr	87	4	0	 1391.19	  350.57	511	570	 1040.61	509	360
HemFr	88	9	1	 1475.12	  438.12	518	561	 1036.99	0	0
HemFr	89	21	0	 1045.14	  206.80	518	570	  838.34	512	358
HemFr	90	34	0	 1460.81	  491.93	510	568	  968.88	512	358
HemFr	91	40	0	 1391.28	  295.92	510	565	 1095.36	518	358
HemFr	92	23	0	 1126.89	  367.54	516	565	  759.35	511	357
HemFr	93	20	0	 1312.74	  265.72	512	562	 1047.02	510	351
HemFr	94	29	0	 1036.78	  291.85	517	568	  744.92	497	360
HemFr	95	42	0	 1146.28	  266.50	513	570	  879.78	511	361
HemFr	96	5	0	 1428.97	  492.53	521	561	  936.44	508	359
